Address,2019 EUI,2020 EUI,2021 EUI,GFA,postal_code,plan_area
"20 PASIR PANJANG ROAD, SINGAPORE 117439",,,,,117439,QUEENSTOWN
"27 MEDICAL DRIVE, SINGAPORE 117510",,,,,117510,QUEENSTOWN
"1 BIOPOLIS DRIVE, SINGAPORE 138622",,,,,138622,QUEENSTOWN
"8 EU TONG SEN STREET, SINGAPORE 059818",,,,,059818,SINGAPORE RIVER
"1 TEMASEK AVENUE, SINGAPORE 039192",,,,,039192,DOWNTOWN CORE
"8A BIOMEDICAL GROVE, SINGAPORE 138648",,,,,138648,QUEENSTOWN
"7 MAXWELL ROAD, SINGAPORE 069111",,,,,069111,DOWNTOWN CORE
"9 MAXWELL ROAD, SINGAPORE 069112",,,,,069112,DOWNTOWN CORE
"250 NORTH BRIDGE ROAD, SINGAPORE 179101",,,,,179101,DOWNTOWN CORE
"180 CLEMENCEAU AVENUE, SINGAPORE 239922",,,,,239922,MUSEUM
"592 BALESTIER ROAD, SINGAPORE 329901",526.5105625,523.022375,575.5259296875,6400.0,329901,NOVENA
"15 STAMFORD ROAD, SINGAPORE 178906",565.8213097218921,509.62366294271453,527.9396244354647,12621.0,178906,DOWNTOWN CORE
"10 FARRER PARK STATION ROAD, SINGAPORE 217564",515.6198452119672,441.84723345269725,479.3531823957491,8657.0,217564,ROCHOR
"2 BUKIT MANIS ROAD, SINGAPORE 099891",536.1982991564863,363.3336060209424,410.12418266433974,13752.0,099891,SOUTHERN ISLANDS
"3 DICKSON ROAD, SINGAPORE 209530",352.1401911969727,334.42689703246367,373.66532563234415,5021.0,209530,ROCHOR
"1 NANSON ROAD, SINGAPORE 238909",397.6466241949034,377.75658078969474,363.16985788294596,14284.0,238909,SINGAPORE RIVER
"21 OCEAN WAY, SINGAPORE 098374",402.6491386554622,335.2671848739496,348.08420168067227,23800.0,098374,SOUTHERN ISLANDS
"16 AH HOOD ROAD, SINGAPORE 329982",375.2709987615648,328.33238629465046,324.50250115344454,41181.0,329982,NOVENA
"175A CHIN SWEE ROAD, SINGAPORE 169879",354.5382484390404,271.8915757476175,323.28019224449554,6086.0,169879,OUTRAM
"48 BENCOOLEN STREET, SINGAPORE 189627",360.29706575446596,289.17280501710377,323.2673033067275,5262.0,189627,ROCHOR
"170 BENCOOLEN STREET, SINGAPORE 189657",331.6073678604713,323.80303887631476,315.739215816802,15022.0,189657,ROCHOR
"29 TANGLIN ROAD, SINGAPORE 247911",408.881940356564,298.57464408427876,314.7987102106969,30850.0,247911,ORCHARD
"122 MIDDLE ROAD, SINGAPORE 188973",487.4876972854862,335.6861400117657,313.6277317421632,11899.0,188973,ROCHOR
"3 BELILIOS ROAD, SINGAPORE 219924",400.5804683884106,323.81933907247986,313.3960122188281,10803.0,219924,ROCHOR
"8 SINARAN DRIVE, SINGAPORE 307470",347.85488249505823,312.9922073358225,313.27385020865364,22765.0,307470,NOVENA
"200 MIDDLE ROAD, SINGAPORE 188980",408.29765482695814,327.082941712204,312.6454918032787,8784.0,188980,ROCHOR
"70 JELLICOE ROAD, SINGAPORE 208767",365.5886179290003,330.7586116085537,311.46460549878856,18986.0,208767,KALLANG
"90 ROBERTSON QUAY, SINGAPORE 238259",359.5792286535817,326.7617514689336,303.13239154894364,7999.0,238259,SINGAPORE RIVER
"3 NANSON ROAD, SINGAPORE 238910",466.7043068168059,357.9357888364209,293.1094539290471,8259.0,238910,SINGAPORE RIVER
"3 UPPER PICKERING STREET, SINGAPORE 058289",320.87446539159,270.0868375132583,286.1319926780032,29227.0,058289,OUTRAM
"35 ROBINSON ROAD, SINGAPORE 068876",328.76128859060407,281.89373154362414,286.0000805369128,7450.0,068876,DOWNTOWN CORE
"22 ORANGE GROVE ROAD, SINGAPORE 258350",353.3166455481815,264.73595202549274,285.4715527732126,79709.0,258350,TANGLIN
"1 THE KNOLLS, SINGAPORE 098297",323.0033324697958,273.0257883705047,280.61940368809024,42461.0,098297,SOUTHERN ISLANDS
"700 BEACH ROAD, SINGAPORE 199598",355.07377414352175,254.89115747920485,276.46253207387565,7093.0,199598,DOWNTOWN CORE
"6 IRRAWADDY ROAD, SINGAPORE 329543",276.65749024504447,263.53810831902604,276.0282113313563,6407.0,329543,NOVENA
"28 CAVENAGH ROAD, SINGAPORE 229635",303.58973366322226,228.42455610537039,265.29837359918497,13742.0,229635,ORCHARD
"100 PECK SEAH STREET, SINGAPORE 079333",307.5557314804047,276.1335568089313,263.75459879055705,17198.0,079333,OUTRAM
"22 CAVENAGH ROAD, SINGAPORE 229617",285.3435945945946,266.6450307125307,259.63511056511055,8140.0,229617,ORCHARD
"1 UNITY STREET, SINGAPORE 237983",315.6014932126697,242.76638009049773,259.6292986425339,11050.0,237983,SINGAPORE RIVER
"11 CANNING WALK, SINGAPORE 178881",333.9538758125981,246.82689979825153,258.58760143465594,8922.0,178881,MUSEUM
"442 ORCHARD ROAD, SINGAPORE 238879",365.26044855659114,276.97367167834545,254.78420300700728,44097.0,238879,ORCHARD
"1 BEACH ROAD, SINGAPORE 189673",,229.79536439114392,251.30433579335792,43360.0,189673,DOWNTOWN CORE
"190 ORCHARD BOULEVARD, SINGAPORE 248646",302.67679757435747,225.88036384637599,246.63011839445568,34630.0,248646,ORCHARD
"270 ORCHARD ROAD, SINGAPORE 238857",316.58383836149693,269.5197292754136,243.99946916747766,22606.0,238857,ORCHARD
"3 CHANGI BUSINESS PARK CENTRAL 1, SINGAPORE 486037",239.91134440052699,244.07717417654808,241.26909090909092,18975.0,486037,TAMPINES
"9 BRAS BASAH ROAD, SINGAPORE 189559",291.74135395537525,245.60192697768764,241.0935598377282,19720.0,189559,MUSEUM
"24 MOUNT ELIZABETH, SINGAPORE 228518",274.8459103840683,224.06115457562825,239.57494073020388,16872.0,228518,NEWTON
"96 SOMERSET ROAD, SINGAPORE 238163",262.81031207160714,230.34415934198853,236.7806402709459,12401.0,238163,ORCHARD
"1 GOPENG STREET, SINGAPORE 078862",270.47410358565736,221.59309428950863,234.75868378338498,20331.0,078862,OUTRAM
"333 NEW BRIDGE ROAD, SINGAPORE 088765",268.83093059392263,230.83429730662982,234.4461757596685,11584.0,088765,OUTRAM
"11 UNITY STREET, SINGAPORE 237995",267.8845991424116,229.96486214399377,233.47851784496476,30793.0,237995,SINGAPORE RIVER
"39 SCOTTS ROAD, SINGAPORE 228230",250.2650685370228,206.189389572124,229.55204330002562,31224.0,228230,NEWTON
"165 TYRWHITT ROAD, SINGAPORE 207569",272.0812453318012,213.44375179546105,227.02459063487504,6962.0,207569,KALLANG
"1 ONAN ROAD, SINGAPORE 424780",228.94230625931448,219.39445789865871,224.0738263785395,5368.0,424780,GEYLANG
"23 MERCHANT ROAD, SINGAPORE 058268",356.4052579308456,242.21232450996817,222.6189922935165,11938.0,058268,SINGAPORE RIVER
"10 ARTILLERY AVENUE, SINGAPORE 099951",,202.06616912631168,222.32848886145558,35642.0,099951,SOUTHERN ISLANDS
"41 BENCOOLEN STREET, SINGAPORE 189623",242.0338793879388,215.3568406840684,222.1095319531953,6666.0,189623,ROCHOR
"1 CUSCADEN ROAD, SINGAPORE 249715",271.8980651083963,228.7768283784102,221.04258173857778,42483.0,249715,ORCHARD
"101 SILOSO ROAD, SINGAPORE 098970",266.6087981146897,200.17809278964032,220.85445975862316,42009.0,098970,SOUTHERN ISLANDS
"382 HAVELOCK ROAD, SINGAPORE 169629",290.12442505571624,218.93830907107971,219.4221157949642,21089.0,169629,SINGAPORE RIVER
"500 JALAN SULTAN, SINGAPORE 199020",241.5736426380368,185.49586656441718,218.96962423312883,32600.0,199020,KALLANG
"16 SCOTTS ROAD, SINGAPORE 228221",247.14086980010805,203.06982712047542,218.09727849810912,29616.0,228221,ORCHARD
"1 LARKHILL ROAD, SINGAPORE 099394",316.14604527296933,209.33640479360852,214.53970705725698,15020.0,099394,SOUTHERN ISLANDS
"23 BEACH VIEW, SINGAPORE 098679",516.5245671099206,305.9267387352913,214.34177748014926,10453.0,098679,SOUTHERN ISLANDS
"2 MAGAZINE ROAD, SINGAPORE 059573",268.1876898922176,228.9132733599253,213.7885767631333,11783.0,059573,SINGAPORE RIVER
"36 NEWTON ROAD, SINGAPORE 307964",230.88134382978723,221.09124297872341,209.7826829787234,23500.0,307964,NOVENA
"76 BRAS BASAH ROAD, SINGAPORE 189558",260.7583879721553,212.7880598021204,208.60083264508083,59329.0,189558,DOWNTOWN CORE
"405 HAVELOCK ROAD, SINGAPORE 169633",253.6228240617514,209.12587170614853,205.94141602342293,37570.0,169633,SINGAPORE RIVER
"320 ORCHARD ROAD, SINGAPORE 238865",253.84910592910174,200.65847537383667,205.83225713688174,76504.0,238865,ORCHARD
"1A CUSCADEN ROAD, SINGAPORE 249716",283.53685806329355,211.10515444381278,204.95150653780559,26385.0,249716,ORCHARD
"51 IMBIAH WALK, SINGAPORE 099538",259.5848144723153,217.24846260547912,203.83139521442607,8651.0,099538,SOUTHERN ISLANDS
"50 TIONG BAHRU ROAD, SINGAPORE 168733",247.9886717677065,215.1172218952325,202.63402001177164,10194.0,168733,BUKIT MERAH
"8 CLAYMORE HILL, SINGAPORE 229572",198.73437772361328,215.22106211684763,202.52669768816014,13539.0,229572,ORCHARD
"1 TRAS LINK, SINGAPORE 078867",330.63245538499933,306.31767690003744,200.7337027330588,16026.0,078867,OUTRAM
"390 VICTORIA STREET, SINGAPORE 188061",216.4623900064893,193.06832251784553,198.66507462686565,30820.0,188061,ROCHOR
"28 STEVENS ROAD, SINGAPORE 257878",285.27242919500554,215.38729063039284,197.9760024363009,29553.0,257878,TANGLIN
"25 MARINE PARADE, SINGAPORE 449536",209.09530967169476,199.27502218278616,197.63984250221827,22540.0,449536,MARINE PARADE
"1 TANGLIN ROAD, SINGAPORE 247905",240.61845669055032,219.60178564729713,195.77146715684435,26657.0,247905,ORCHARD
"12 QUEEN STREET, SINGAPORE 188553",225.59637883008355,192.90708316752884,193.0699562276164,12565.0,188553,ROCHOR
"2 FINLAYSON GREEN, SINGAPORE 049247",200.81021732381248,176.9542924557591,190.28311704439616,16105.0,049247,DOWNTOWN CORE
"11 CAVENAGH ROAD, SINGAPORE 229616",261.88465894077234,180.38826393869616,190.20580574534748,26491.0,229616,ORCHARD
"392 HAVELOCK ROAD, SINGAPORE 169663",257.03921432161775,179.0201755403472,190.03264895797085,51726.0,169663,SINGAPORE RIVER
"86 EAST COAST ROAD, SINGAPORE 428788",239.55807936507935,187.05124603174605,189.55533333333335,25200.0,428788,MARINE PARADE
"180 ALBERT STREET, SINGAPORE 189971",218.6250673901628,179.9343934885349,188.94620864694556,11426.0,189971,ROCHOR
"2 TOWN HALL LINK, SINGAPORE 608516",239.25624797618426,202.57873296077713,187.7601321355826,19147.0,608516,JURONG EAST
"317 OUTRAM ROAD, SINGAPORE 169075",212.63323137559675,169.1941130972207,183.78944265571224,54042.0,169075,BUKIT MERAH
"403 HAVELOCK ROAD, SINGAPORE 169632",250.54022673031028,170.96426525741563,183.35262529832934,17598.0,169632,SINGAPORE RIVER
"75 AIRPORT BOULEVARD, SINGAPORE 819664",220.64283802525608,197.67390934085986,180.5153410058639,41099.0,819664,CHANGI
"20 BIDEFORD ROAD, SINGAPORE 229921",202.8414734801274,172.7541130037391,180.001454092231,7221.0,229921,ORCHARD
"60 EU TONG SEN STREET, SINGAPORE 059804",233.64061956143405,194.83412615539314,178.50096685617046,25857.0,059804,OUTRAM
"201 BALESTIER ROAD, SINGAPORE 329926",251.88865923441202,207.50963891081295,171.87321921862667,10136.0,329926,NOVENA
"81 ANSON ROAD, SINGAPORE 079908",209.80173943866205,161.23244223890697,169.0005236361293,31033.0,079908,DOWNTOWN CORE
"333 ORCHARD ROAD, SINGAPORE 238867",215.31124667605192,179.68438917566087,166.50132957922727,127860.0,238867,ORCHARD
"20 MERCHANT ROAD, SINGAPORE 058281",205.15446470804645,159.57061018552582,165.58566773532348,38054.0,058281,SINGAPORE RIVER
"10 SCOTTS ROAD, SINGAPORE 228211",215.2511931615814,159.59419090585303,163.7525317582809,84230.0,228211,ORCHARD
"181 KITCHENER ROAD, SINGAPORE 208533",172.9666580949604,159.73232655549958,163.16034649134434,37721.0,208533,KALLANG
"101 VICTORIA STREET, SINGAPORE 188018",235.69339464882944,181.03785953177257,161.70140468227424,14950.0,188018,ROCHOR
"1 NETHERAVON ROAD, SINGAPORE 508502",221.72303513537196,175.53351441338825,161.09594322264084,22826.0,508502,CHANGI
"401 HAVELOCK ROAD, SINGAPORE 169631",184.69269083807418,164.65800118875774,154.122032351193,23554.0,169631,SINGAPORE RIVER
"10 COLEMAN STREET, SINGAPORE 179809",189.68745282091606,154.18600157263612,152.6806197169255,20348.0,179809,DOWNTOWN CORE
"181 SOUTH BRIDGE ROAD, SINGAPORE 058743",137.11594773693423,174.3176481620405,149.93752188047011,15996.0,058743,OUTRAM
"20 HAVELOCK ROAD, SINGAPORE 059765",192.4804130536677,146.9038217717366,145.45033571595968,17068.0,059765,SINGAPORE RIVER
"30 BENCOOLEN STREET, SINGAPORE 189621",183.84792326004762,147.88518694860664,145.39675395602856,7141.0,189621,ROCHOR
"60 STEVENS ROAD, SINGAPORE 257854",160.97758616490074,140.64235172329802,135.9104652295701,8211.0,257854,TANGLIN
"51 BENCOOLEN STREET, SINGAPORE 189630",187.35714010282777,120.4241645244216,130.30205655526993,9336.0,189630,ROCHOR
"21 MOUNT ELIZABETH, SINGAPORE 228516",144.26000513083633,117.67603899435608,112.73057978450487,31184.0,228516,ORCHARD
"323 ALEXANDRA ROAD, SINGAPORE 159972",111.4367816091954,99.84089006778662,86.68032419687593,13572.0,159972,BUKIT MERAH
"30 ORANGE GROVE ROAD, SINGAPORE 258352",97.00176045839933,79.56356098015466,78.2012731761856,21466.0,258352,TANGLIN
"351 CRANWELL ROAD, SINGAPORE 509866",42.20531733333333,36.365433333333335,35.092941777777774,45000.0,509866,CHANGI
"1 BAYFRONT AVENUE, SINGAPORE 018971",301.95092787938097,243.10061169485434,260.8023884031847,581401.0,018971,DOWNTOWN CORE
"31 ROCHESTER DRIVE, SINGAPORE 138637",166.83946824850378,153.16625178751124,152.83862083576082,18881.0,138637,QUEENSTOWN
"2 TEMASEK BOULEVARD, SINGAPORE 038982",,,,,038982,DOWNTOWN CORE
"5 RAFFLES AVENUE, SINGAPORE 039797",,,,,039797,DOWNTOWN CORE
"22 MOUNT ELIZABETH, SINGAPORE 228517",,,,,228517,NEWTON
"60 PASIR RIS DRIVE 3, SINGAPORE 519497",,,,,519497,PASIR RIS
"2 KIM SENG WALK, SINGAPORE 239404",,,,,239404,SINGAPORE RIVER
"1 JALAN RAJAH, SINGAPORE 329133",,,,,329133,NOVENA
"5 COLEMAN STREET, SINGAPORE 179805",,,,,179805,DOWNTOWN CORE
"7 RAFFLES AVENUE, SINGAPORE 039799",,,,,039799,DOWNTOWN CORE
"30 BEACH ROAD, SINGAPORE 189763",,,,,189763,DOWNTOWN CORE
"32 BEACH ROAD, SINGAPORE 189764",,,,,189764,DOWNTOWN CORE
"34 BEACH ROAD, SINGAPORE 189765",,,,,189765,DOWNTOWN CORE
"80 BRAS BASAH ROAD, SINGAPORE 189560",,,,,189560,DOWNTOWN CORE
"2 STAMFORD ROAD, SINGAPORE 178882",,,,,178882,DOWNTOWN CORE
"80 MIDDLE ROAD, SINGAPORE 188966",,,,,188966,DOWNTOWN CORE
"366 ORCHARD ROAD, SINGAPORE 238904",,,,,238904,ORCHARD
"7 RAFFLES BOULEVARD, SINGAPORE 039595",,,,,039595,DOWNTOWN CORE
"80 COLLYER QUAY, SINGAPORE 049326",,,,,049326,DOWNTOWN CORE
"1 FULLERTON SQUARE, SINGAPORE 049178",,,,,049178,DOWNTOWN CORE
"17 PETIR ROAD, SINGAPORE 678278",780.77089457802,684.2150199552225,736.5315097829262,20546.0,678278,BUKIT PANJANG
"30 SEMBAWANG DRIVE, SINGAPORE 757713",719.9104590000003,643.420399,651.356546,20000.0,757713,SEMBAWANG
"33 SENGKANG WEST AVENUE, SINGAPORE 797653",666.4882920632513,601.4406165864017,648.5998634864055,26371.0,797653,SENGKANG
"2 JURONG EAST CENTRAL 1, SINGAPORE 609731",638.4723004790541,586.9881690619374,645.1508979716644,29433.0,609731,JURONG EAST
"3155 COMMONWEALTH AVENUE WEST, SINGAPORE 129588",637.6827871283458,549.7484985541632,622.7101468080374,26974.0,129588,CLEMENTI
"181 ORCHARD ROAD, SINGAPORE 238896",736.1312045953708,604.2477445514445,613.3725713803008,29595.0,238896,ORCHARD
"311 NEW UPPER CHANGI ROAD, SINGAPORE 467360",658.3443356620945,589.3048327137546,608.3387267657993,31204.0,467360,BEDOK
"1 JELEBU ROAD, SINGAPORE 677743",586.8493186364032,546.1792981998435,568.6083681189668,22998.0,677743,BUKIT PANJANG
"90 HOUGANG AVENUE 10, SINGAPORE 538766",584.5712930835068,542.3350913717326,568.4878093916262,21615.0,538766,HOUGANG
"83 PUNGGOL CENTRAL, SINGAPORE 828761",562.1488323181015,529.901823448878,564.7200738109883,50399.0,828761,PUNGGOL
"930 YISHUN AVENUE 2, SINGAPORE 769098",587.6956248212754,532.9859450957964,551.8522733771805,34970.0,769098,YISHUN
"1 SENGKANG SQUARE, SINGAPORE 545078",544.9795064861086,518.7444149555942,535.3158092747469,38621.0,545078,SENGKANG
"1 PASIR RIS CENTRAL STREET 3, SINGAPORE 518457",568.0606088059432,522.3638566769342,522.4516669686537,22076.0,518457,PASIR RIS
"21 CHOA CHU KANG AVENUE 4, SINGAPORE 689812",509.4867466382896,471.4103463287221,508.8727387056206,31011.0,689812,CHOA CHU KANG
"301 UPPER THOMSON ROAD, SINGAPORE 574408",407.8117893448474,441.97475096045963,506.27273382517944,29413.0,574408,BISHAN
"4 TAMPINES CENTRAL 5, SINGAPORE 529510",529.6113247636248,460.46346542016363,492.15523212578347,47065.0,529510,TAMPINES
"9 BISHAN PLACE, SINGAPORE 579837",511.10475373098745,466.103084918705,489.4676488818958,41946.0,579837,BISHAN
"1 JURONG WEST CENTRAL 2, SINGAPORE 648886",501.1292739015559,439.3710196692436,474.3680350327821,51095.0,648886,JURONG WEST
"23 SERANGOON CENTRAL, SINGAPORE 556083",483.66235561598137,437.204491185577,468.6962880025592,87527.0,556083,SERANGOON
"1 WOODLANDS SQUARE, SINGAPORE 738099",481.3549358426005,442.79067579127457,458.99952095808385,58450.0,738099,WOODLANDS
"313 ORCHARD ROAD, SINGAPORE 238895",523.1601859043419,424.89562297998145,458.28237666925565,39913.0,238895,ORCHARD
"2 ORCHARD TURN, SINGAPORE 238801",475.02112337974074,403.38939000240384,444.31254793328833,87361.0,238801,ORCHARD
"10 TAMPINES CENTRAL 1, SINGAPORE 529536",466.104335047759,416.06837732436554,441.93389476063976,35386.0,529536,TAMPINES
"3 SIMEI STREET 6, SINGAPORE 528833",466.10676849872425,433.7408109785532,436.4534514861044,29002.0,528833,TAMPINES
"1 BUKIT BATOK CENTRAL LINK, SINGAPORE 658713",476.870813001406,426.1896865437102,432.23550574807706,24182.0,658713,BUKIT BATOK
"53 ANG MO KIO AVENUE 3, SINGAPORE 569933",483.6586802581831,439.4931589831429,429.61431286946714,47873.0,569933,ANG MO KIO
"1 HARBOURFRONT WALK, SINGAPORE 098585",502.30009996289897,394.0443564363366,428.2939721251916,142853.0,098585,BUKIT MERAH
"604 SEMBAWANG ROAD, SINGAPORE 758459",446.20578710957903,409.0988195967826,425.4963961140708,19146.0,758459,SEMBAWANG
"92 TELOK AYER STREET, SINGAPORE 048472",413.3100130463144,571.1692759295499,422.1364318330072,18396.0,048472,OUTRAM
"2 TAMPINES CENTRAL 5, SINGAPORE 529509",478.9306342105263,403.35259078947365,418.8202180921053,30400.0,529509,TAMPINES
"5 CHANGI BUSINESS PARK CENTRAL 1, SINGAPORE 486038",507.8179829954678,408.5958525102765,412.42079190528057,28463.0,486038,TAMPINES
"163 TANGLIN ROAD, SINGAPORE 247933",505.62679268350024,399.369625,388.68589583333335,24000.0,247933,ORCHARD
"70 COLLYER QUAY, SINGAPORE 049323",501.41180162291465,522.2420738285464,379.98108944792756,63959.0,049323,DOWNTOWN CORE
"252 NORTH BRIDGE ROAD, SINGAPORE 179103",434.2337692083455,357.17880523050013,368.54135260067466,240130.0,179103,DOWNTOWN CORE
"154 WEST COAST ROAD, SINGAPORE 127371",428.9837783034809,390.2936320185391,367.573842514363,20713.0,127371,CLEMENTI
"11 TANJONG KATONG ROAD, SINGAPORE 437157",389.6287580344184,360.785576059161,365.50120948234155,28938.0,437157,GEYLANG
"1 FARRER PARK STATION ROAD, SINGAPORE 217562",398.2772533365314,374.9614521406911,363.82248282478713,58369.0,217562,ROCHOR
"302 TIONG BAHRU ROAD, SINGAPORE 168732",370.7554888667745,348.8320220176639,355.070950988929,48234.0,168732,BUKIT MERAH
"5 STADIUM WALK, SINGAPORE 397693",412.3542539583496,358.9779549177131,354.97631619998435,25642.0,397693,KALLANG
"180 KITCHENER ROAD, SINGAPORE 208539",398.49483546617915,342.28062157221206,351.86881170018285,65640.0,208539,KALLANG
"68 ORCHARD ROAD, SINGAPORE 238839",396.4622609350792,331.6683810254879,346.452782350349,70347.0,238839,MUSEUM
"1 JALAN ANAK BUKIT, SINGAPORE 588996",365.1876943970201,339.11801878007134,341.4570533912772,25772.0,588996,BUKIT TIMAH
"290 ORCHARD ROAD, SINGAPORE 238859",370.20852711535815,321.0045607195449,340.8040585636647,94393.0,238859,ORCHARD
"201 VICTORIA STREET, SINGAPORE 188067",436.97100717244166,326.55258106879484,339.8879011347948,29697.0,188067,ROCHOR
"3A RIVER VALLEY ROAD, SINGAPORE 179020",583.6907583286777,530.4181687200447,330.7367608574201,34009.0,179020,SINGAPORE RIVER
"1 VISTA EXCHANGE GREEN, SINGAPORE 138617",341.2050564516129,308.63545161290324,329.59983870967744,62000.0,138617,QUEENSTOWN
"50 JURONG GATEWAY ROAD, SINGAPORE 608549",317.86248826920496,301.80666309156726,321.2239174152031,111885.0,608549,JURONG EAST
"435 ORCHARD ROAD, SINGAPORE 238877",373.2408616214057,301.0315380391374,311.90948257787534,40064.0,238877,ORCHARD
"1 ROCHOR CANAL ROAD, SINGAPORE 188504",288.30604239504476,259.9054284927736,287.2146901582932,36325.0,188504,ROCHOR
"61 SCIENCE PARK ROAD, SINGAPORE 117525",198.55511540350304,216.22957930921592,284.4043214928794,30545.0,117525,QUEENSTOWN
"8 GRANGE ROAD, SINGAPORE 239695",388.725939300495,257.14773188346993,282.1437555789986,24646.0,239695,ORCHARD
"176 ORCHARD ROAD, SINGAPORE 238843",330.3335594781563,248.44202139258596,280.51142642303927,53196.0,238843,ORCHARD
"14 SCOTTS ROAD, SINGAPORE 228213",334.5948666224937,292.0853395175341,275.6541066038431,40749.0,228213,ORCHARD
"304 ORCHARD ROAD, SINGAPORE 238863",365.73354985475055,286.59232548701317,272.0842188568011,46816.0,238863,ORCHARD
"6 EU TONG SEN STREET, SINGAPORE 059817",324.6884375846195,282.59759906128716,270.4430905316364,66474.0,059817,SINGAPORE RIVER
"99 IRRAWADDY ROAD, SINGAPORE 329568",242.47850436947053,210.01363599469713,229.00976705175725,36961.0,329568,NOVENA
"1 PARK ROAD, SINGAPORE 059108",254.45538017817375,214.0748750556793,225.51983674832965,44900.0,059108,OUTRAM
"2 HANDY ROAD, SINGAPORE 229233",306.57900753049034,236.08043095686344,217.582692968814,24434.0,229233,MUSEUM
"3 TEMASEK BOULEVARD, SINGAPORE 038983",304.88279948203416,222.40845665766398,216.24075460102523,486522.0,038983,DOWNTOWN CORE
"8 RAFFLES AVENUE, SINGAPORE 039802",241.8923102904751,228.8298102904751,196.7271166403963,106584.0,039802,DOWNTOWN CORE
"2 HAVELOCK ROAD, SINGAPORE 059763",218.09772158237357,186.64757135703556,196.22864296444666,19970.0,059763,SINGAPORE RIVER
"149 ROCHOR ROAD, SINGAPORE 188425",249.02448199677553,190.03987221591925,193.3315148981908,16747.0,188425,ROCHOR
"865 MOUNTBATTEN ROAD, SINGAPORE 437844",243.4884468712082,183.79834330039864,192.34934910729763,23076.0,437844,MARINE PARADE
"1 JOO CHIAT ROAD, SINGAPORE 420001",210.78747938612065,190.2479764863693,191.67915848029352,25347.0,420001,GEYLANG
"845 GEYLANG ROAD, SINGAPORE 400845",216.0303285388249,144.8977347274561,167.5911528050528,18841.0,400845,GEYLANG
"200 TURF CLUB ROAD, SINGAPORE 287994",156.1976994376747,133.15237866920026,159.1849412817482,90517.0,287994,BUKIT TIMAH
"3 COLEMAN STREET, SINGAPORE 179804",229.88245712509953,169.7738951580011,158.85193349777617,51487.0,179804,DOWNTOWN CORE
"6 RAFFLES BOULEVARD, SINGAPORE 039594",198.80654193719653,147.52676779966598,155.55205289296418,452045.0,039594,DOWNTOWN CORE
"810 GEYLANG ROAD, SINGAPORE 409286",162.8068604582322,141.81192824581143,153.09323337872246,33782.0,409286,GEYLANG
"150 ORCHARD ROAD, SINGAPORE 238841",211.65443240338547,152.56850342573108,149.6089866105414,22331.0,238841,ORCHARD
"5001 BEACH ROAD, SINGAPORE 199588",165.4701404954948,145.64818754794751,146.39509860256624,66479.0,199588,DOWNTOWN CORE
"268 ORCHARD ROAD, SINGAPORE 238856",109.33983736963056,111.50924341523775,143.21436096871133,16971.0,238856,ORCHARD
"144 UPPER BUKIT TIMAH ROAD, SINGAPORE 588177",134.83106123704508,124.19912592873033,130.77794472575837,42262.0,588177,BUKIT TIMAH
"50 EAST COAST ROAD, SINGAPORE 428769",159.10946596871818,126.64284695045995,129.82727925910078,79471.0,428769,MARINE PARADE
"200 JALAN SULTAN, SINGAPORE 199018",148.09367497382195,123.4148029319372,119.53291434554974,47750.0,199018,KALLANG
"180 BENCOOLEN STREET, SINGAPORE 189646",134.43498288360854,114.91223452812459,117.86666565982013,29796.0,189646,ROCHOR
"170 UPPER BUKIT TIMAH ROAD, SINGAPORE 588179",149.59460863765213,122.47022744705683,116.66051392362849,29985.0,588179,BUKIT TIMAH
"160 ORCHARD ROAD, SINGAPORE 238842",152.75285891042705,110.55892167522778,115.79929511454388,26671.0,238842,ORCHARD
"67 QUEEN STREET, SINGAPORE 188546",170.7684768602184,69.37794963463502,105.09213797438514,25454.0,188546,ROCHOR
"35 SELEGIE ROAD, SINGAPORE 188307",158.9384190705129,115.57743215811965,98.05504754273505,37440.0,188307,ROCHOR
"1 EXPO DRIVE, SINGAPORE 486150",71.69889099642958,103.59258726392935,66.67364699802687,170288.0,486150,TAMPINES
"30 VICTORIA STREET, SINGAPORE 187996",68.33918029626028,53.49676662167713,56.84953431639659,119287.0,187996,DOWNTOWN CORE
"112 EAST COAST ROAD, SINGAPORE 428802",360.14531284545654,64.01993514628934,38.53356916500847,27138.0,428802,MARINE PARADE
"9 AVIATION PARK ROAD, SINGAPORE 498760",18.668041765397138,30.76845633705138,6.979479473694349,51909.0,498760,CHANGI
"8 SENTOSA GATEWAY, SINGAPORE 098269",466.60772011661805,333.6501341107872,338.560193877551,343000.0,098269,SOUTHERN ISLANDS
"26 BEACH ROAD, SINGAPORE 189768",274.89899925701025,222.90923270577935,239.40362302977232,109632.0,189768,DOWNTOWN CORE
"230 VICTORIA STREET, SINGAPORE 188024",,,,172710.0,188024,DOWNTOWN CORE
"145 SYED ALWI ROAD, SINGAPORE 207704",,,,23000.0,207704,KALLANG
"9 RAFFLES BOULEVARD, SINGAPORE 039596",,,,228622.0,039596,DOWNTOWN CORE
"11 RIVERVALE CRESCENT, SINGAPORE 545082",757.5483988570303,760.5514208296385,811.1770460143856,10149.0,545082,SENGKANG
"1 HOUGANG STREET 91, SINGAPORE 538692",928.0795957641789,889.9851114957743,796.0271907137766,9821.0,538692,HOUGANG
