Address,2019 EUI,2020 EUI,2021 EUI,GFA,postal_code,plan_area
"450 LORONG 6 TOA PAYOH, SINGAPORE 319394",20.129289434331977,25.19764734698087,17.080406074356727,38786.0,319394,TOA PAYOH
"11 BIOPOLIS WAY, SINGAPORE 138667",676.0925743901297,641.8271898557849,649.4814915484384,170856.0,138667,QUEENSTOWN
"5 CHANGI BUSINESS PARK VISTA, SINGAPORE 486040",467.7736432416703,495.96940928270044,521.521533537029,20619.0,486040,TAMPINES
"26 AYER RAJAH CRESCENT, SINGAPORE 139944",516.4016267123287,492.7328033268102,482.5043786692759,40880.0,139944,QUEENSTOWN
"70 BIOPOLIS STREET, SINGAPORE 138547",302.10780057070383,296.421092263792,309.6214013950539,31540.0,138547,QUEENSTOWN
"8 BIOMEDICAL GROVE, SINGAPORE 138665",307.80415702957214,303.6801792499587,302.04413100941684,48424.0,138665,QUEENSTOWN
"2 CHANGI BUSINESS PARK CRESCENT, SINGAPORE 486029",319.81025945221023,298.509284572136,283.21442203538453,38774.0,486029,TAMPINES
"1 FUSIONOPOLIS VIEW, SINGAPORE 138577",277.537975105579,256.6066236941543,243.14193154034228,22495.0,138577,QUEENSTOWN
"3 CHANGI BUSINESS PARK CRESCENT, SINGAPORE 486026",347.3848925213776,290.50201398403175,242.94043841829262,21167.0,486026,TAMPINES
"1 FUSIONOPOLIS WAY, SINGAPORE 138632",207.44903841042,197.49235911749074,204.45041616826157,120384.0,138632,QUEENSTOWN
"3 BIOPOLIS DRIVE, SINGAPORE 138623",188.06822412509308,181.54649106478035,193.86753071481758,42976.0,138623,QUEENSTOWN
"10 COLLYER QUAY, SINGAPORE 049315",210.36081996416365,184.59973226935577,179.32192266022167,95992.0,049315,DOWNTOWN CORE
"8 MARINA BOULEVARD, SINGAPORE 018981",202.00058189757183,174.70130076442467,168.4650713541913,338032.0,018981,DOWNTOWN CORE
"7 CHANGI BUSINESS PARK CENTRAL 1, SINGAPORE 486072",147.8103713428357,176.6647874468617,161.88771005251314,15996.0,486072,TAMPINES
"21 BIOPOLIS ROAD, SINGAPORE 138567",151.12036600017163,152.81270917360337,157.6106689264567,46612.0,138567,QUEENSTOWN
"12 MARINA VIEW, SINGAPORE 018961",205.8557935647144,161.13611713665944,151.1411183417691,99576.0,018961,DOWNTOWN CORE
"1 RAFFLES QUAY, SINGAPORE 048583",290.44426094137077,192.6078732070863,142.94196753846046,144109.0,048583,DOWNTOWN CORE
"7 CHANGI BUSINESS PARK CRESCENT, SINGAPORE 486028",186.35292325306546,165.1869183040331,141.2172772935441,27076.0,486028,TAMPINES
"10 CHANGI BUSINESS PARK CENTRAL 2, SINGAPORE 486030",189.78294157679824,149.43238927860958,134.8492566223432,19102.0,486030,TAMPINES
"8 MARINA VIEW, SINGAPORE 018960",167.45665980089254,145.29172674219018,133.3507037418469,145650.0,018960,DOWNTOWN CORE
"2 CHANGI BUSINESS PARK AVENUE 1, SINGAPORE 486015",159.2561141491028,195.87316232035394,132.27447720590257,72782.0,486015,TAMPINES
"5 STRAITS VIEW, SINGAPORE 018935",123.96246337541929,105.46446905579995,117.68888276409498,226765.0,018935,DOWNTOWN CORE
"1 CHANGI BUSINESS PARK CRESCENT, SINGAPORE 486025",158.3170652842727,129.10284118877678,115.50069222249569,32504.0,486025,TAMPINES
"51 CHANGI BUSINESS PARK CENTRAL 2, SINGAPORE 486066",138.02386711664207,121.99931892005905,111.94946150601139,47410.0,486066,TAMPINES
"1 FUSIONOPOLIS WALK, SINGAPORE 138628",128.57264127764128,107.75683163683162,106.56532838032838,51282.0,138628,QUEENSTOWN
"75 SCIENCE PARK DRIVE, SINGAPORE 118255",549.7872310047776,111.42945490767556,106.55975466233791,54211.0,118255,QUEENSTOWN
"17 CHANGI BUSINESS PARK CENTRAL 1, SINGAPORE 486073",117.54967498068646,100.60010594857079,102.14636353603355,18122.0,486073,TAMPINES
"9 CHANGI BUSINESS PARK CRESCENT, SINGAPORE 486005",116.75954260822216,89.71421181595426,85.5727742989382,18365.0,486005,TAMPINES
"3 CHANGI BUSINESS PARK VISTA, SINGAPORE 486051",98.48087126137841,85.46040312093628,78.85911573472042,19225.0,486051,TAMPINES
"15 CHANGI BUSINESS PARK CRESCENT, SINGAPORE 486006",74.17936602870813,67.42947846889952,70.75828349282297,16720.0,486006,TAMPINES
"15A CHANGI BUSINESS PARK CENTRAL 1, SINGAPORE 486035",92.30493811632118,71.39552123163614,61.41127540752665,19876.0,486035,TAMPINES
"9 CHANGI BUSINESS PARK CENTRAL 1, SINGAPORE 486048",88.63019185832002,56.458731398351986,52.14604968638544,16262.0,486048,TAMPINES
"20 CHANGI BUSINESS PARK CENTRAL 2, SINGAPORE 486031",37.68488868042527,37.414474671669794,45.86141213258286,15990.0,486031,TAMPINES
"15 CHANGI BUSINESS PARK CENTRAL 1, SINGAPORE 486057",50.072976365546225,33.62480829831933,43.10006302521009,19040.0,486057,TAMPINES
"15 HOE CHIANG ROAD, SINGAPORE 089316",110.62407627622527,9.724645375010617,,23546.0,089316,DOWNTOWN CORE
"9 TAMPINES GRANDE, SINGAPORE 528735",136.89407422839966,,,33599.0,528735,TAMPINES
"3 SECOND HOSPITAL AVENUE, SINGAPORE 168937",159.09040344655966,148.40385778275476,,32148.0,168937,BUKIT MERAH
"1 SELARANG PARK ROAD, SINGAPORE 508167",,,,53941.0,508167,PASIR RIS
"1 TAMPINES CENTRAL 1, SINGAPORE 529539",1463.763166760247,1508.821044357103,1515.5967209432904,8905.0,529539,TAMPINES
"10 INTERNATIONAL BUSINESS PARK, SINGAPORE 609928",1185.90500169262,1221.8770311442113,1312.2011255924172,11816.0,609928,JURONG EAST
"8 INTERNATIONAL BUSINESS PARK, SINGAPORE 609925",1069.1798986486488,1056.8227557915059,1052.297689430502,8288.0,609925,JURONG EAST
"11 INTERNATIONAL BUSINESS PARK, SINGAPORE 609926",870.3442262267138,926.2101850724462,970.3355351272373,8213.0,609926,JURONG EAST
"51 SCIENCE PARK ROAD, SINGAPORE 117586",750.6757808778495,752.7826151752298,762.254918679823,14695.0,117586,QUEENSTOWN
"9 INTERNATIONAL BUSINESS PARK, SINGAPORE 609915",768.096875,805.5617244525547,747.0084397810219,10960.0,609915,JURONG EAST
"3 BISHAN PLACE, SINGAPORE 579838",717.0169429280396,654.7207344913152,567.9719640198512,8060.0,579838,BISHAN
"1 CANNING RISE, SINGAPORE 179868",415.163623082542,440.84401022644266,422.7250365230095,8214.0,179868,MUSEUM
"10 PRINSEP LINK, SINGAPORE 187948",441.17970251065844,136.52317479867364,397.42179346281387,10555.0,187948,ROCHOR
"18 CHURCH STREET, SINGAPORE 049479",399.78702905766266,361.5934733411786,344.620553091337,11047.0,049479,DOWNTOWN CORE
"1 JALAN BERSEH, SINGAPORE 209037",325.4770098550725,287.0789217391304,280.57135536231885,8625.0,209037,ROCHOR
"85 SCIENCE PARK DRIVE, SINGAPORE 118259",562.2885034246575,430.40304337899533,277.7588287671233,8760.0,118259,QUEENSTOWN
"2 BATTERY ROAD, SINGAPORE 049907",351.78130629128026,315.97618253385815,276.77396757622256,14989.0,049907,DOWNTOWN CORE
"1 FIFTH AVENUE, SINGAPORE 268802",283.3631286484059,265.0936237090256,273.0120678042209,8908.0,268802,BUKIT TIMAH
"10 SIN MING DRIVE, SINGAPORE 575701",309.21410067478473,282.8043961839758,270.46770185371906,12893.0,575701,BISHAN
"8 ANTHONY ROAD, SINGAPORE 229957",295.55582135922333,273.3312,266.7084893203883,12875.0,229957,NEWTON
"31 SCIENCE PARK ROAD, SINGAPORE 117611",281.14285714285717,256.6191595075724,257.4948675936586,11291.0,117611,QUEENSTOWN
"31 TAMPINES AVENUE 4, SINGAPORE 529680",270.89493069528277,266.813195841717,255.77990498546833,8946.0,529680,TAMPINES
"60 ROBINSON ROAD, SINGAPORE 068892",273.99746498779393,262.95053064371064,249.72294616471797,7783.0,068892,DOWNTOWN CORE
"93 HOUGANG AVENUE 4, SINGAPORE 538832",279.0006406368461,243.42142721758907,247.32316148597423,5276.0,538832,HOUGANG
"2 LENGKOK BAHRU, SINGAPORE 159047",263.6526255049048,231.45308924485127,246.92835768350642,5681.0,159047,BUKIT MERAH
"15 QUEEN STREET, SINGAPORE 188537",250.3041065800783,227.94052144016806,242.90866201890938,10471.0,188537,ROCHOR
"336 SMITH STREET, SINGAPORE 050336",258.6701732534182,211.89316913279643,241.126334519573,10678.0,050336,OUTRAM
"64 CECIL STREET, SINGAPORE 049711",245.4564664449227,242.3744864018783,237.84151829387596,5111.0,049711,DOWNTOWN CORE
"11 TAMPINES CENTRAL 1, SINGAPORE 529542",250.76232717825,232.5217407441774,236.5059385728867,10777.0,529542,TAMPINES
"140 CECIL STREET, SINGAPORE 069540",275.89264854614413,245.27261694058157,232.54417825537294,12656.0,069540,NA
"175 BENCOOLEN STREET, SINGAPORE 189649",267.2192842960289,239.15601353790612,224.4811489169675,11080.0,189649,ROCHOR
"210 MIDDLE ROAD, SINGAPORE 188994",272.4712544775551,227.25874552244494,224.2544394482128,13121.0,188994,ROCHOR
"380 JALAN BESAR, SINGAPORE 209000",156.80899296620348,141.96703980099502,224.15980528392518,11658.0,209000,KALLANG
"50 CUSCADEN ROAD, SINGAPORE 249724",264.79159251220835,216.2658532284319,212.43017498643516,7372.0,249724,ORCHARD
"96 ROBINSON ROAD, SINGAPORE 068899",263.75413456533056,227.51029151483604,210.97883394065593,7684.0,068899,DOWNTOWN CORE
"75 BRAS BASAH ROAD, SINGAPORE 189557",274.92565125348193,224.82564902506962,207.71913983286908,8975.0,189557,MUSEUM
"21 JURONG EAST CENTRAL 1, SINGAPORE 609732",200.86577905332334,168.53292987272275,201.38285500374343,12021.0,609732,JURONG EAST
"50 SCOTTS ROAD, SINGAPORE 228242",236.71782262229763,202.68195233527632,199.96352468088244,13553.0,228242,NEWTON
"39 ARTILLERY AVENUE, SINGAPORE 099958",221.64999064546305,208.5939850327409,199.5153788587465,5345.0,099958,SOUTHERN ISLANDS
"309 CHOA CHU KANG AVENUE 4, SINGAPORE 680309",174.3717812074444,196.61206718111666,199.39217703132093,11015.0,680309,CHOA CHU KANG
"5 TAMPINES CENTRAL 1, SINGAPORE 529541",207.77368724200826,189.6582989344341,196.07641355476625,10417.0,529541,TAMPINES
"230 ORCHARD ROAD, SINGAPORE 238854",224.93185247661398,202.25171292746515,195.70477074068395,6521.0,238854,ORCHARD
"1 GRANGE ROAD, SINGAPORE 239693",258.6832024656931,190.04733250165114,192.06002788581492,13627.0,239693,ORCHARD
"32 MAXWELL ROAD, SINGAPORE 069115",228.62832191780822,180.80621575342465,190.2996118721461,7008.0,069115,DOWNTOWN CORE
"137 TELOK AYER STREET, SINGAPORE 068602",213.5150676919744,182.79167984403767,190.27352214881404,9233.0,068602,OUTRAM
"90 CECIL STREET, SINGAPORE 069531",221.033625,201.01115189873417,188.73754746835445,6320.0,069531,DOWNTOWN CORE
"722 UPPER CHANGI ROAD EAST, SINGAPORE 486854",338.3051503914298,263.0192006592501,186.01038318912236,12135.0,486854,TAMPINES
"533 YISHUN INDUSTRIAL PARK A, SINGAPORE 768774",188.41839087675248,195.91382506800585,185.8389412010881,14337.0,768774,YISHUN
"30 HILL STREET, SINGAPORE 179360",188.73645751290803,161.8517983722762,178.50853242320818,11427.0,179360,MUSEUM
"99 BUKIT TIMAH ROAD, SINGAPORE 229835",230.99287536539993,192.21174594738238,178.48479271857562,7526.0,229835,ROCHOR
"3 RAFFLES PLACE, SINGAPORE 048617",184.3658017051705,177.51607673267327,177.49898652365235,7272.0,048617,DOWNTOWN CORE
"20 LENGKOK BAHRU, SINGAPORE 159053",177.96444672411437,173.39639447408015,175.71611270688004,14622.0,159053,BUKIT MERAH
"2 TAMPINES CENTRAL 6, SINGAPORE 529483",244.7406931506849,170.0855826484018,172.10598630136985,10950.0,529483,TAMPINES
"3 PHILLIP STREET, SINGAPORE 048693",198.73334120982986,173.08972117202268,171.57270793950852,10580.0,048693,DOWNTOWN CORE
"83 SCIENCE PARK DRIVE, SINGAPORE 118258",197.6213344421699,165.294252814739,162.9675038382805,7816.0,118258,QUEENSTOWN
"390 HAVELOCK ROAD, SINGAPORE 169662",188.23016678953186,167.28420751935127,161.99164946553628,10852.0,169662,SINGAPORE RIVER
"3 TAMPINES CENTRAL 1, SINGAPORE 529540",165.00460829493088,129.775633640553,161.03677035330261,10416.0,529540,TAMPINES
"111 MIDDLE ROAD, SINGAPORE 188969",204.26914737095998,148.40462011577426,160.47621804148577,8292.0,188969,ROCHOR
"80 BUKIT BATOK ROAD, SINGAPORE 658072",178.82541963015646,161.45829302987198,155.37144381223328,14060.0,658072,BUKIT BATOK
"16 AYER RAJAH CRESCENT, SINGAPORE 139965",164.04199651264167,135.84196948561464,154.89880122057542,11470.0,139965,QUEENSTOWN
"80 CHANGI ROAD, SINGAPORE 419715",154.8145148110317,132.69070483843964,153.52880462079355,5973.0,419715,GEYLANG
"1 PHILLIP STREET, SINGAPORE 048692",146.521424,151.123088,151.487664,5000.0,048692,DOWNTOWN CORE
"200 CHANGI ROAD, SINGAPORE 419734",77.43543327801838,68.57418950095115,148.53824258562116,10891.0,419734,GEYLANG
"61 STAMFORD ROAD, SINGAPORE 178892",250.20478629976583,146.6377049180328,148.2336943793911,6832.0,178892,MUSEUM
"20 MCCALLUM STREET, SINGAPORE 069046",164.9548224388249,151.95572217299434,147.1908254379388,14671.0,069046,DOWNTOWN CORE
"24 PECK SEAH STREET, SINGAPORE 079314",148.63131708775603,129.9458125280311,145.1697533263567,6689.0,079314,OUTRAM
"420 NORTH BRIDGE ROAD, SINGAPORE 188727",143.56048996071584,132.00093408991708,143.97764622435616,9164.0,188727,DOWNTOWN CORE
"141 CECIL STREET, SINGAPORE 069541",160.51650657229524,146.8891304347826,142.83488203572634,5934.0,069541,DOWNTOWN CORE
"16 INTERNATIONAL BUSINESS PARK, SINGAPORE 609929",130.7629674477119,118.81854065104577,142.5506447554647,6359.0,609929,JURONG EAST
"1 FINLAYSON GREEN, SINGAPORE 049246",186.45676151110257,161.27151783139482,141.67391617802556,10403.0,049246,DOWNTOWN CORE
"11 JALAN UBI, SINGAPORE 409074",132.76491974777872,132.78749785038693,141.4333978217254,6978.0,409074,GEYLANG
"25 NORTH BRIDGE ROAD, SINGAPORE 179104",255.7146495936206,198.62418187394573,141.33872258856005,6521.0,179104,DOWNTOWN CORE
"19 KEPPEL ROAD, SINGAPORE 089058",150.46950972222226,137.19249722222222,137.805575,7200.0,089058,DOWNTOWN CORE
"11 TAMPINES CONCOURSE, SINGAPORE 528729",191.94462934027777,147.0742578125,136.88418663194446,11520.0,528729,TAMPINES
"77 HIGH STREET, SINGAPORE 179433",149.11870704549818,129.53842580149743,135.02324438471874,10418.0,179433,DOWNTOWN CORE
"11 KEPPEL ROAD, SINGAPORE 089057",154.40421897346258,143.55639202288256,134.40050452884157,12586.0,089057,DOWNTOWN CORE
"3 LIM TECK KIM ROAD, SINGAPORE 088934",182.77886237256718,140.57826691380907,134.37455514365152,12948.0,088934,DOWNTOWN CORE
"158 CECIL STREET, SINGAPORE 069545",202.94831092928112,137.5071411872756,132.9424530349837,11977.0,069545,DOWNTOWN CORE
"72 ANSON ROAD, SINGAPORE 079911",183.97107881388996,155.59828326180258,132.85394069449865,10252.0,079911,DOWNTOWN CORE
"135 CECIL STREET, SINGAPORE 069536",191.38158310219757,167.29440580328568,131.0791423085129,9374.0,069536,DOWNTOWN CORE
"15 BEACH ROAD, SINGAPORE 189677",164.49773764506455,125.6051101838571,130.54360151258314,7669.0,189677,DOWNTOWN CORE
"156 CECIL STREET, SINGAPORE 069544",163.1981352187362,134.20997171895715,129.64190101634998,11315.0,069544,DOWNTOWN CORE
"251 NORTH BRIDGE ROAD, SINGAPORE 179102",223.2684644797746,114.20809015898571,129.25135842221775,9938.0,179102,DOWNTOWN CORE
"10 RAEBURN PARK, SINGAPORE 088702",123.83256966360035,112.28723225676492,129.18163902504534,14893.0,088702,BUKIT MERAH
"138 CECIL STREET, SINGAPORE 069538",175.55339373970344,138.5858154859967,128.8429123192385,10926.0,069538,DOWNTOWN CORE
"120 ROBINSON ROAD, SINGAPORE 068913",179.08959343026388,141.4404281098546,128.416767635972,7428.0,068913,DOWNTOWN CORE
"14 INTERNATIONAL BUSINESS PARK, SINGAPORE 609922",183.97222222222223,131.33559628875312,127.25792034396922,8838.0,609922,JURONG EAST
"3 SOUTH BUONA VISTA ROAD, SINGAPORE 118136",106.8079465276237,115.01118815176392,124.96322720213004,9014.0,118136,QUEENSTOWN
"991G ALEXANDRA ROAD, SINGAPORE 119975",183.82773416761472,131.89431740614336,124.7835532802427,5274.0,119975,BUKIT MERAH
"150 CECIL STREET, SINGAPORE 069543",137.385384263913,129.97086265192362,120.15827835145755,10943.0,069543,DOWNTOWN CORE
"51 ANSON ROAD, SINGAPORE 079904",146.9508749279539,119.98643919308358,119.11958155619595,8675.0,079904,DOWNTOWN CORE
"100 CECIL STREET, SINGAPORE 069532",163.46388736263737,138.01088942307692,119.05404532967033,5824.0,069532,DOWNTOWN CORE
"81 KIM KEAT ROAD, SINGAPORE 328836",148.9284430379747,116.84960669077756,118.83903254972874,11060.0,328836,NOVENA
"32 SIMEI STREET 1, SINGAPORE 529950",116.5861456808199,108.8064421669107,117.57058016105418,5464.0,529950,TAMPINES
"108 ROBINSON ROAD, SINGAPORE 068900",173.7554467871486,122.18059571619813,117.47762048192772,5976.0,068900,DOWNTOWN CORE
"5 INTERNATIONAL BUSINESS PARK, SINGAPORE 609914",113.65346562626127,111.63808018296784,117.45466164401991,7433.0,609914,JURONG EAST
"140 ROBINSON ROAD, SINGAPORE 068907",151.39822172855176,105.16824711731725,116.39131281074792,9453.0,068907,DOWNTOWN CORE
"9 OXLEY RISE, SINGAPORE 238697",110.79121564911331,106.09061594693381,113.07850683633413,7387.0,238697,MUSEUM
"3 HAVELOCK SQUARE, SINGAPORE 059725",141.94678785046727,125.3849308411215,112.96692803738317,10700.0,059725,OUTRAM
"137 MARKET STREET, SINGAPORE 048943",165.5217634194831,115.42385685884692,110.518986083499,5030.0,048943,DOWNTOWN CORE
"8 LENGKOK BAHRU, SINGAPORE 159052",116.459943461873,109.78212960278341,109.06811829515802,6898.0,159052,BUKIT MERAH
"116 LAVENDER STREET, SINGAPORE 338730",118.09867502088555,101.57899248120302,107.21782121971596,5985.0,338730,KALLANG
"112 ROBINSON ROAD, SINGAPORE 068902",201.34096361940297,133.90452425373135,106.49783115671642,10720.0,068902,DOWNTOWN CORE
"75 BUKIT TIMAH ROAD, SINGAPORE 229833",134.19463514644352,117.47417824267784,105.40931548117155,11950.0,229833,ROCHOR
"14 ROBINSON ROAD, SINGAPORE 048545",121.83736279514999,103.46575781748564,104.02469208679005,6268.0,048545,DOWNTOWN CORE
"10 CENTRAL EXCHANGE GREEN, SINGAPORE 138649",115.99631187634515,109.79854627274506,102.13342594404226,5111.0,138649,QUEENSTOWN
"1 HILLVIEW RISE, SINGAPORE 667970",103.591444,90.781646,102.071888,5000.0,667970,BUKIT BATOK
"30 HENG MUI KENG TERRACE, SINGAPORE 119614",121.06749645820685,100.55788301963166,101.7193887876948,9882.0,119614,QUEENSTOWN
"101 BUKIT PANJANG ROAD, SINGAPORE 679910",84.63090364489355,62.69316275712739,100.03952002887044,13855.0,679910,BUKIT PANJANG
"9 KING GEORGES AVENUE, SINGAPORE 208581",139.5111288117052,114.84461438534117,98.38857035416382,14626.0,208581,KALLANG
"31 NORTH BUONA VISTA ROAD, SINGAPORE 275983",168.38601306160987,122.17760642064678,97.50145566134236,12709.0,275983,QUEENSTOWN
"40A ORCHARD ROAD, SINGAPORE 238838",196.16302555555555,132.92385888888887,95.7315,9000.0,238838,MUSEUM
"15 SCOTTS ROAD, SINGAPORE 228218",103.6494303632088,89.43323316784252,95.58212786342652,11481.0,228218,ORCHARD
"22 CHANGI BUSINESS PARK CENTRAL 2, SINGAPORE486032",107.7359546631218,85.54505142377387,94.01169663471629,14293.0,486032,TAMPINES
"171 CHIN SWEE ROAD, SINGAPORE 169877",107.53479800865094,94.67235615767567,92.97307271688567,12253.0,169877,OUTRAM
"120 CANTONMENT ROAD, SINGAPORE 089760",122.4094291868605,95.91198707592892,90.13627490576197,7428.0,089760,BUKIT MERAH
"7 CANNING RISE, SINGAPORE 179869",89.84530168150346,84.56208110781405,86.97150148367953,5055.0,179869,MUSEUM
"46 EAST COAST ROAD, SINGAPORE 428766",67.20555375033848,58.32964798266992,86.57671405361495,7386.0,428766,MARINE PARADE
"90 EU TONG SEN STREET, SINGAPORE 059811",103.22380193128228,75.07044913541432,86.15204019761958,8906.0,059811,OUTRAM
"36 ARMENIAN STREET, SINGAPORE 179934",96.86920691408235,82.20366548042703,82.73089306897135,5901.0,179934,MUSEUM
"10 SCIENCE CENTRE ROAD, SINGAPORE 609079",88.09325571489423,82.83912395286099,81.81977140423116,7043.0,609079,JURONG EAST
"145 WEST COAST ROAD, SINGAPORE 127367",87.0836879432624,89.5428841607565,76.95565011820331,6345.0,127367,CLEMENTI
"81 SCIENCE PARK DRIVE, SINGAPORE 118257",125.14386770726713,92.37237461617197,76.00537998976459,7816.0,118257,QUEENSTOWN
"70 SOUTH BUONA VISTA ROAD, SINGAPORE 118176",6.866355646696939,80.88249890142082,74.09834920169914,6827.0,118176,QUEENSTOWN
"2 CLEANTECH LOOP, SINGAPORE 637144",66.41025641025641,62.03455964325529,69.81605351170569,5382.0,637144,WESTERN WATER CATCHMENT
"400 LENGKOK BAHRU, SINGAPORE 159049",77.76962281015373,64.54537003932785,67.55750983196282,5594.0,159049,BUKIT MERAH
"90 BOON LAY WAY, SINGAPORE 609958",52.621700377099764,41.92663695577648,67.5274254370929,5834.0,609958,JURONG EAST
"600 UPPER THOMSON ROAD, SINGAPORE 574421",49.4457785307254,53.705720006160476,66.24393500693054,6493.0,574421,ANG MO KIO
"12 INTERNATIONAL BUSINESS PARK, SINGAPORE 609920",88.98026012360484,61.53030163269071,65.18310118992713,10841.0,609920,JURONG EAST
"20 KRAMAT LANE, SINGAPORE 228773",73.4959874485193,56.06897823102569,62.16589919592078,5099.0,228773,ORCHARD
"15 ENGGOR STREET, SINGAPORE 079716",191.33754360198273,150.76608959060033,61.97189278501927,5447.0,079716,DOWNTOWN CORE
"223 MOUNTBATTEN ROAD, SINGAPORE 398008",99.40929271410312,66.8288674904133,59.09345717937793,11735.0,398008,GEYLANG
"116 MIDDLE ROAD, SINGAPORE 188972",72.02707366453824,52.954921351814356,55.098012770596476,6421.0,188972,ROCHOR
"1 FRANCIS THOMAS DRIVE, SINGAPORE 359340",53.07959348378419,45.21104618143775,47.8129831116425,6691.0,359340,TOA PAYOH
"50 BUANGKOK DRIVE, SINGAPORE 545064",52.90369685767098,53.22759440190124,47.08422894111434,7574.0,545064,SENGKANG
"1 MARYMOUNT LANE, SINGAPORE 574029",52.442469252601704,49.19720908230842,43.98874802901293,6342.0,574029,BISHAN
"149 COMPASSVALE BOW, SINGAPORE 544690",43.201264014466545,38.82439421338155,43.074390596745026,5530.0,544690,SENGKANG
"228 CHANGI ROAD, SINGAPORE 419741",31.073648725212465,31.376706326723326,36.397901794145426,5295.0,419741,GEYLANG
"7 INTERNATIONAL BUSINESS PARK, SINGAPORE 609919",128.6614411764706,99.23048,29.849682352941176,8500.0,609919,JURONG EAST
"21 EVANS ROAD, SINGAPORE 259366",35.976685036032215,1.6119181856718947,24.037621873675285,9436.0,259366,TANGLIN
"450 ALEXANDRA ROAD, SINGAPORE 119960",1.6981913571724423,4.981292282203507,9.326246030650283,14486.0,119960,QUEENSTOWN
"1 CHANGI BUSINESS PARK AVENUE 1, SINGAPORE 486058",235.10173714076515,224.51915156507414,205.39755628775399,10926.0,486058,TAMPINES
"9 CHANGI BUSINESS PARK VISTA, SINGAPORE 486041",156.73737761416152,148.65995222056867,152.5713245084985,12767.0,486041,TAMPINES
"7 CHANGI BUSINESS PARK VISTA, SINGAPORE 486042",55.30738942910916,47.11592142409034,40.25219181304893,12752.0,486042,TAMPINES
"3 HARBOURFRONT PLACE, SINGAPORE 099254",,,,,099254,BUKIT MERAH
"1 HARBOURFRONT PLACE, SINGAPORE 098633",173.59254745980272,147.53658728550198,146.7342001080935,59208.0,098633,BUKIT MERAH
"21 MERCHANT ROAD, SINGAPORE 058267",,,,,058267,SINGAPORE RIVER
"10 MARINA BOULEVARD, SINGAPORE 018983",,,,,018983,DOWNTOWN CORE
"12 COLLEGE ROAD, SINGAPORE 169852",,,,,169852,BUKIT MERAH
"14 COLLEGE ROAD, SINGAPORE 169853",,,,,169853,BUKIT MERAH
"16A COLLEGE ROAD, SINGAPORE 169855",,,,,169855,BUKIT MERAH
"8A COLLEGE ROAD, SINGAPORE 169858",,,,,169858,BUKIT MERAH
"14 SCIENCE PARK DRIVE, SINGAPORE 118226",,,,,118226,QUEENSTOWN
"73 SCIENCE PARK DRIVE, SINGAPORE 118254",,,,,118254,QUEENSTOWN
"77 SCIENCE PARK DRIVE, SINGAPORE 118256",,,,,118256,QUEENSTOWN
"79 SCIENCE PARK DRIVE, SINGAPORE 118264",,,,,118264,QUEENSTOWN
"16 SCIENCE PARK DRIVE, SINGAPORE 118227",,,,,118227,QUEENSTOWN
"298 TIONG BAHRU ROAD, SINGAPORE 168730",,,,,168730,BUKIT MERAH
"12 MARINA BOULEVARD, SINGAPORE 018982",,,,,018982,DOWNTOWN CORE
"512 THOMSON ROAD, SINGAPORE 298136",,,,,298136,TOA PAYOH
"512A THOMSON ROAD, SINGAPORE 298137",,,,,298137,TOA PAYOH
"514 THOMSON ROAD, SINGAPORE 298179",,,,,298179,TOA PAYOH
"238A THOMSON ROAD, SINGAPORE 307684",,,,,307684,NOVENA
"238B THOMSON ROAD, SINGAPORE 307685",,,,,307685,NOVENA
"3 FUSIONOPOLIS WAY, SINGAPORE 138633",,,,,138633,QUEENSTOWN
"20 BIOPOLIS WAY, SINGAPORE 138668",,,,,138668,QUEENSTOWN
"31 BIOPOLIS WAY, SINGAPORE 138669",,,,,138669,QUEENSTOWN
"10 BIOPOLIS ROAD, SINGAPORE 138670",,,,,138670,QUEENSTOWN
"30 BIOPOLIS STREET, SINGAPORE 138671",,,,,138671,QUEENSTOWN
"60 BIOPOLIS STREET, SINGAPORE 138672",,,,,138672,QUEENSTOWN
"61 BIOPOLIS DRIVE, SINGAPORE 138673",,,,,138673,QUEENSTOWN
"3 PICKERING STREET, SINGAPORE 048660",,,,,048660,OUTRAM
"5 TEMASEK BOULEVARD, SINGAPORE 038985",,,,,038985,DOWNTOWN CORE
"6 TEMASEK BOULEVARD, SINGAPORE 038986",,,,,038986,DOWNTOWN CORE
"7 TEMASEK BOULEVARD, SINGAPORE 038987",,,,,038987,DOWNTOWN CORE
"8 TEMASEK BOULEVARD, SINGAPORE 038988",,,,,038988,DOWNTOWN CORE
"9 TEMASEK BOULEVARD, SINGAPORE 038989",,,,,038989,DOWNTOWN CORE
"12 EU TONG SEN STREET, SINGAPORE 059819",,,,,059819,SINGAPORE RIVER
"1 CREATE WAY, SINGAPORE 138602",,,,,138602,QUEENSTOWN
"978 UPPER CHANGI ROAD NORTH, SINGAPORE 506977",,,,,506977,CHANGI
"980 UPPER CHANGI ROAD NORTH, SINGAPORE 507708",,,,,507708,CHANGI
"982 UPPER CHANGI ROAD NORTH, SINGAPORE 507709",,,,,507709,CHANGI
"10 TANAH MERAH BESAR ROAD, SINGAPORE 498834",,,,,498834,CHANGI
"22 CROSS STREET, SINGAPORE 048421",,,,,048421,OUTRAM
"20 CROSS STREET, SINGAPORE 048422",,,,,048422,OUTRAM
"38 BEACH ROAD, SINGAPORE 189767",,,,,189767,DOWNTOWN CORE
